Text,Emotion
"I felt elated , especially when he said , ` I 'm looking for an actor just like you . "" ",joy
Make your friend. It has something to teach you.,fear
Just received news that I'm taking on the @OutsideTheBoxPT 400 Rep Challenge tomorrow. Sounds like bedtime for me ,fear
When I broke something and a friend of mine was blamed.,guilt
"When an unpleasant person tried to make friends with me.  A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me.",disgust
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
@jennsutherland indeed. IRL time! Long overdue. /cc @danticoa,sadness
When I was walking around all alone at night.,fear
The second time I went to the entrance exam to V.S.P. and didn't get approved.,sadness
 you break into @ashtoncaldwell2's house when she's out of town to get your birthday cake &amp; she doesn't know. ,surprise
"today, j'ai failli tué quelqu'un dans un restaurant ",anger
there's so many things holding me back like ,fear
Good morning Twitterland! Happy Furday.  #compassion #peace to all #FF,joy
When my father's new fiancee treats me like a child.  She does not trust me and constantly misunderstands me.  I get particularly angry when she says nasty things about my boyfriend with whom she works.,anger
@j_victory_luv oops I meant damn swipe lmao,joy
Just got back from my last history class until next semestre. ,sadness
I came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it. My entire front bumper was destroyed.,anger
So he brought me a plane ticket cannot use it since I have no id.. So ill drive to ny... ,surprise
When my friend did not pass the high school graduation examinations.,sadness
"` You will not regret it , "" the cardinal told her , observing the prince 's elation and guessing its cause . ",joy
Tzann clucked his tongue with mild exasperation . ,anger
"At a news conference at the Royal Geographical Society in London , they described the mental and physical anguish of their 95-day trek . ",sadness
I received a poor grade on a midterm even though I got all the right answers and knew the material. I went to the TA to try to raise my grade and he wouldn't do it.,anger
Once my father slapped my mother for a small quarrel.,anger
" Shut up ! Now you are in my car , you should listen to me . Or you can get off . I've told you I'm in a hurry . I don't want to waste time on the road . ",anger
 January 5th . ,neutral
Someone played a trick on me.,anger
The lil who wrote the &quot;Dear Santa&quot; letter wants the cutest Baby Alive Doll I wish I cld c her face whn she opens it ,joy
Aw man I sure can't wait until I get home 2 hear what ill be working on ,joy
 Colorado . ,neutral
@brianmcclean86 @Conork10 @PackyH ...Milner and Lennon are meeting us down in Sweet too.Don't breathe a word of it to Sean. #tears,surprise
Sumtimes d fear of being jobless after school gives me the creeps!     of an undergraduate,fear
@JillScott12 love it! the ultimate adult weapon!haha!,fear
I was at school and afterwards went to work. After work I went to see a friend and stayed out late. when I got home my mother was awake and I felt guilty.,guilt
@thebestcarrillo It's everyone's greatest fear. Even if they don't know it yet. Then all of a sudden #yourlifesucks #meow,surprise
When I was walking around all alone at night.,fear
Once I had to clean a lavatory which was obstructed.  It was in a friend's country house and there was nobody there to help me.,disgust
Waiting in Line at Target cause fuck it why not? ,joy
 Nothing . ,neutral
I felt fear when I was young and left in my big house all alone.,fear
"@Kiryatraber love me some unhurried morning! savoring light, clarity, intention, practice, spaciousness.  #breath",joy
"what you think just by damaging car or putting opsticles will prevent me from my opinions &amp;thoughts,as long i have RED WHITE &amp; blue,NO ",fear
Death of a relative.,sadness
Had fear of losing husband.,fear
A typical family argument.,anger
Berthon was livid at one of his cars being butchered but had to acknowledge that it handled better . ,anger
Working a 9 hour shift on black friday #oldnavy,joy
Their cheerfulness and delight at still being alive only made Charlie feel more guilty . ,joy
 You're so old fashioned ! Nobody is going to pull down your pants ! ,neutral
@Laurennn_C genuinely thought I was going to die :'( ,fear
i have a lot of planning ahead of my day tomorrow! ,joy
  two 4-7 teams with black QBs who don't belong as starters on primetime ,joy
“@DjCassiusCain #lowkee im bout to start fuckn wit super fat sloppy bitches only...im talkin lift my belly to get the poon poon”,disgust
"Un appel + un message de mon ancien responsable de stage , hmm est ce que je vais ecouter ce message ?",fear
"When I was starting in romance with my husband, we went out to curt, and we stayed in the car \making love\"". At the time I was seventeen and I was very immature until a day I lost my virginity.""",guilt
 China . ,neutral
Leaving my uncles lake house . Now headed towards hillbilly hell ,joy
fucking tigerfish. fucking earth shakingly terrrible. ,fear
" No , I didn't . I'm innocent . Those aren't mine . Whatever you found is someone else's stuff . You can't prove anything . I wasn't there when you went in , and you can't prove it's my stuff . ",anger
 I don ’ t want to . ,anger
"He listened soberly and with growing dismay to what the young bank officer from Jeddah had to say , and scanned the computer printouts across his desk with a practised eye . ",fear
"Not unexpectedly , the residents of Chiswick became alarmed at the prospect , but the acquisition proceeded of the properties on the proposed route . ",fear
"The Prime Minister retorted angrily : ` I do believe that on reflection you might be ashamed of some of the things you have just said . "" ",shame
There is joy in living the Immanuel God with you life. Be filled with His Joy today. #advent,joy
What my Sunday consists of is watching football and cleaning the house before my parents come home. ,joy
She did not look like a happy woman . ,joy
"I wanted something in particular and did not get it, also there was no possibility of getting it.",sadness
I have the bestttttttest best friend in the world&lt;3 thank u for the party @nicolehofner I love u soo much #bff #foreverandever,surprise
@drewwatkins3 love you loserrr.  Get some sleep you got to go to lame Pike county tomorrow. #not,joy
The outrageous conduct of a relative towards me and those close to me.(blaming us and lying),anger
In order to  your desire for  has to be greater than your of #failure. ~Bill Cosby,fear
When I entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches.,fear
Long day at school now of to work ,joy
Working on Antigone review and assess questions and worksheets. ,joy
"I hate the behaviour of my so called friends, they use bad language, spit, boast and treat the youngsters badly.",disgust
 I think I'm too clumsy . I can do nothing well . ,sadness
@andrea_faz I think Charlie should compete in the dog show next year.   #bang!,surprise
@elpea_ox you guys missed out on free shots from nick! We got them right after you left ,sadness
When I felt alone and without love.,sadness
"My friend had organized a birthday party for me secretly, I was very happy not so much for the presents but because they seemed to care for me.",joy
Ace 's eyes were full of mocking laughter as they took in the discomfited expression on the journalist 's face . ,shame
Okay I'm pretty tired now.. Going home soon. Probs won't sleep till like 430. Class at 9 -_____- hahaha,joy
"@JuliaLeader I reeeeeellllyyyyyyy need to tell you something, but guess what. My go phone is fucked up. #gotohellmexicanphone",surprise
When I could study at university.,joy
When the mother of a good friend of mine died.,sadness
" Ur , you really let me down . ",anger
